1.5232,3.3952,5.4407,7.4741,9.4496,11.339,13.118,14.766,16.262,17.591,18.74,19.702,20.477,21.072,21.498,21.774,21.922,21.967,21.931,21.834,21.687,21.497,21.258,20.959,20.583,20.109,19.517,18.786,17.904,16.861,15.658,14.302,12.808,11.2,9.5092,7.774,6.0402,4.3616,2.8029,1.4509,0.47281
1.5062,3.3575,5.3812,7.394,9.3513,11.225,12.993,14.633,16.125,17.454,18.608,19.578,20.365,20.973,21.415,21.707,21.873,21.934,21.915,21.833,21.701,21.523,21.296,21.007,20.64,20.173,19.586,18.859,17.979,16.936,15.732,14.372,12.873,11.258,9.5597,7.816,6.0734,4.3858,2.8186,1.4591,0.47548
1.4816,3.3029,5.2945,7.2766,9.2058,11.055,12.802,14.425,15.907,17.229,18.381,19.355,20.149,20.768,21.224,21.532,21.714,21.794,21.791,21.726,21.61,21.447,21.234,20.958,20.602,20.145,19.567,18.848,17.974,16.936,15.736,14.379,12.881,11.267,9.5688,7.8243,6.0804,4.3912,2.8222,1.461,0.47611
1.4508,3.2347,5.1859,7.129,9.0217,10.838,12.557,14.157,15.62,16.93,18.076,19.049,19.847,20.474,20.941,21.265,21.463,21.56,21.576,21.529,21.43,21.283,21.085,20.824,20.481,20.038,19.471,18.763,17.899,16.872,15.68,14.331,12.841,11.235,9.5423,7.8037,6.0649,4.3804,2.8154,1.4576,0.475
1.4152,3.1553,5.0594,6.9567,8.8065,10.584,12.267,13.838,15.277,16.57,17.705,18.672,19.471,20.104,20.581,20.918,21.133,21.247,21.281,21.252,21.172,21.043,20.862,20.616,20.289,19.86,19.308,18.614,17.764,16.75,15.572,14.236,12.759,11.165,9.4849,7.7578,6.03,4.3555,2.7996,1.4495,0.47236
1.3755,3.0672,4.9188,6.7648,8.566,10.298,11.942,13.478,14.889,16.16,17.279,18.237,19.033,19.67,20.155,20.504,20.734,20.866,20.918,20.908,20.846,20.735,20.572,20.344,20.034,19.622,19.086,18.409,17.576,16.579,15.418,14.1,12.64,11.063,9.4001,7.6897,5.9778,4.3183,2.7759,1.4372,0.46839
1.3328,2.9721,4.767,6.5574,8.3056,9.9889,11.588,13.085,14.463,15.708,16.807,17.754,18.545,19.182,19.673,20.032,20.276,20.424,20.495,20.503,20.46,20.368,20.224,20.014,19.723,19.329,18.812,18.154,17.34,16.363,15.223,13.926,12.488,10.932,9.291,7.6017,5.9102,4.27,2.745,1.4213,0.46322
1.2877,2.8718,4.6066,6.338,8.0298,9.6605,11.211,12.666,14.008,15.223,16.3,17.231,18.013,18.648,19.144,19.512,19.768,19.931,20.019,20.046,20.022,19.949,19.824,19.634,19.361,18.987,18.491,17.854,17.062,16.108,14.991,13.718,12.306,10.776,9.1599,7.4958,5.8288,4.2116,2.7078,1.4021,0.45698
1.2409,2.7675,4.4399,6.1098,7.7426,9.3177,10.818,12.227,13.529,14.712,15.763,16.676,17.447,18.078,18.575,18.949,19.217,19.394,19.499,19.543,19.538,19.484,19.378,19.208,18.955,18.602,18.127,17.513,16.745,15.816,14.726,13.481,12.096,10.595,9.0088,7.3737,5.7348,4.1443,2.6647,1.3799,0.44975
1.1929,2.6607,4.269,5.8754,7.4473,8.9649,10.412,11.773,13.033,14.181,15.204,16.096,16.853,17.477,17.973,18.353,18.63,18.82,18.939,19.001,19.014,18.979,18.892,18.741,18.509,18.177,17.725,17.135,16.393,15.491,14.43,13.215,11.862,10.394,8.8395,7.2367,5.6293,4.0686,2.6164,1.355,0.44164
1.1443,2.5523,4.0954,5.6374,7.1469,8.6056,9.9978,11.309,12.526,13.635,14.628,15.497,16.238,16.853,17.346,17.729,18.013,18.215,18.348,18.425,18.455,18.438,18.37,18.239,18.028,17.718,17.289,16.724,16.009,15.137,14.106,12.924,11.606,10.172,8.6535,7.0862,5.5132,3.9853,2.5631,1.3275,0.4327
1.0953,2.4432,3.9207,5.3976,6.8442,8.243,9.5793,10.839,12.011,13.081,14.042,14.885,15.608,16.211,16.7,17.083,17.373,17.584,17.729,17.821,17.867,17.867,17.817,17.705,17.515,17.227,16.822,16.283,15.597,14.755,13.758,12.611,11.328,9.9326,8.4523,6.9231,5.3875,3.8951,2.5054,1.2977,0.423
1.0465,2.3343,3.7462,5.1579,6.5413,7.8798,9.1596,10.368,11.492,12.522,13.449,14.265,14.968,15.557,16.039,16.421,16.714,16.933,17.089,17.194,17.254,17.271,17.238,17.145,16.975,16.709,16.329,15.817,15.159,14.35,13.386,12.276,11.032,9.6767,8.2372,6.7487,5.2529,3.7985,2.4435,1.2658,0.41261
0.99797,2.2262,3.5729,4.9198,6.2402,7.5183,8.7414,9.8972,10.974,11.963,12.854,13.641,14.322,14.897,15.369,15.748,16.043,16.267,16.432,16.549,16.622,16.654,16.637,16.562,16.411,16.168,15.811,15.326,14.699,13.922,12.995,11.923,10.72,9.4061,8.0094,6.564,5.1103,3.696,2.378,1.2319,0.40159
0.95012,2.1195,3.4019,4.6847,5.9425,7.1608,8.3272,9.4305,10.46,11.406,12.261,13.019,13.676,14.234,14.696,15.069,15.364,15.592,15.764,15.89,15.975,16.02,16.019,15.96,15.829,15.606,15.274,14.816,14.219,13.476,12.586,11.553,10.392,9.1222,7.7704,6.3699,4.9605,3.5883,2.309,1.1963,0.39
0.90314,2.0147,3.2338,4.4535,5.6497,6.8088,7.9191,8.9701,9.9519,10.855,11.673,12.4,13.033,13.572,14.022,14.388,14.681,14.911,15.088,15.222,15.318,15.374,15.387,15.344,15.23,15.028,14.72,14.289,13.723,13.014,12.161,11.169,10.051,8.8266,7.5213,6.1676,4.8041,3.4759,2.237,1.1591,0.3779
0.85718,1.9122,3.0694,4.2272,5.363,6.4638,7.5188,8.5181,9.4524,10.313,11.094,11.789,12.396,12.916,13.352,13.71,13.998,14.228,14.409,14.55,14.653,14.72,14.745,14.717,14.62,14.438,14.152,13.748,13.212,12.538,11.723,10.773,9.6991,8.521,7.2635,5.9581,4.6422,3.3594,2.1624,1.1206,0.36535
0.81241,1.8124,2.9091,4.0066,5.0833,6.1271,7.1278,8.0761,8.9634,9.7819,10.525,11.188,11.77,12.269,12.689,13.037,13.32,13.549,13.732,13.876,13.987,14.062,14.098,14.082,14.001,13.838,13.575,13.197,12.691,12.051,11.274,10.366,9.3375,8.2069,6.9984,5.7425,4.4754,3.2394,2.0855,1.0808,0.35241
0.76894,1.7154,2.7535,3.7923,4.8115,5.7996,6.7472,7.6456,8.4866,9.2631,9.9692,10.6,11.155,11.633,12.037,12.374,12.65,12.876,13.058,13.206,13.321,13.404,13.449,13.445,13.378,13.232,12.991,12.638,12.162,11.556,10.817,9.9514,8.9684,7.8859,6.7273,5.5219,4.3046,3.1165,2.0067,1.0401,0.33915
0.72685,1.6215,2.6027,3.5846,4.548,5.4821,6.378,7.2276,8.0233,8.7586,9.4278,10.027,10.554,11.01,11.398,11.722,11.991,12.212,12.393,12.542,12.66,12.749,12.801,12.807,12.753,12.624,12.403,12.074,11.628,11.055,10.355,9.531,8.5938,7.5599,6.4516,5.2974,4.1307,2.9913,1.9263,0.99857,0.32563
0.68621,1.5308,2.4572,3.384,4.2935,5.1752,6.0209,6.823,7.5746,8.2694,8.9024,9.4699,9.9703,10.404,10.774,11.085,11.344,11.56,11.738,11.887,12.007,12.1,12.158,12.173,12.131,12.017,11.814,11.51,11.091,10.552,9.889,9.107,8.2156,7.2303,6.1727,5.07,3.9546,2.8643,1.8449,0.95647,0.31192
0.64707,1.4435,2.3169,3.1908,4.0481,4.8793,5.6765,6.4326,7.1412,7.7966,8.394,8.9303,9.4038,9.8152,10.167,10.465,10.714,10.922,11.097,11.244,11.365,11.46,11.523,11.545,11.513,11.413,11.228,10.946,10.555,10.048,9.422,8.6816,7.8355,6.8988,5.892,4.8411,3.777,2.7363,1.7628,0.91398,0.29808
0.60945,1.3595,2.1821,3.005,3.8122,4.5946,5.345,6.0567,6.7238,7.3408,7.9036,8.4092,8.8562,9.2453,9.5791,9.8622,10.101,10.302,10.471,10.615,10.736,10.832,10.899,10.927,10.904,10.816,10.648,10.387,10.022,9.5457,8.9563,8.2568,7.4556,6.5671,5.6109,4.6116,3.5989,2.6079,1.6803,0.87132,0.28418
0.57336,1.279,2.0527,2.8267,3.5857,4.3214,5.0267,5.6957,6.3226,6.9026,7.4318,7.9074,8.3283,8.6953,9.0109,9.2795,9.5067,9.6991,9.863,10.003,10.122,10.218,10.287,10.32,10.304,10.228,10.075,9.8341,9.4941,9.0482,8.4941,7.8346,7.0776,6.2368,5.3306,4.3826,3.4212,2.4796,1.5979,0.82869,0.27029
0.5388,1.2019,1.9289,2.6559,3.3688,4.0596,4.7218,5.3496,5.9379,6.4822,6.9788,7.4253,7.8209,8.1661,8.4636,8.7174,8.933,9.1165,9.2737,9.4093,9.5253,9.6206,9.6905,9.7266,9.7177,9.6508,9.5125,9.2903,8.9741,8.5573,8.0374,7.4168,6.7033,5.9093,5.0525,4.1552,3.2445,2.3521,1.516,0.78628,0.25647
0.50576,1.1281,1.8104,2.4927,3.1615,3.8093,4.4301,5.0185,5.5698,6.0797,6.5449,6.9633,7.3342,7.6581,7.9377,8.1767,8.3805,8.5547,8.7048,8.835,8.9474,9.0408,9.1108,9.1493,9.1457,9.0876,8.9622,8.7576,8.464,8.0749,7.588,7.0054,6.3341,5.586,4.7777,3.9305,3.0698,2.2259,1.4348,0.74428,0.24278
0.47422,1.0578,1.6974,2.3368,2.9635,3.5703,4.1515,4.7023,5.2181,5.695,6.1302,6.5215,6.8684,7.1717,7.4336,7.6581,7.8499,8.0145,8.157,8.2814,8.3896,8.4804,8.5495,8.5895,8.5901,8.5397,8.426,8.2377,7.9655,7.603,7.1478,6.6019,5.9716,5.2683,4.5074,3.7092,2.8977,2.1015,1.3549,0.70287,0.22929
0.44415,0.99066,1.5896,2.1882,2.7747,3.3424,3.886,4.4008,4.8827,5.3281,5.7344,6.0997,6.4235,6.7068,6.9516,7.1617,7.3417,7.4966,7.6312,7.7494,7.8527,7.9402,8.0078,8.0484,8.0524,8.0087,7.9056,7.7325,7.4803,7.143,6.7183,6.2077,5.6172,4.9573,4.2427,3.4923,2.7289,1.9795,1.2764,0.66221,0.21603
0.41552,0.92676,1.487,2.0468,2.595,3.1254,3.6331,4.1137,4.5633,4.9787,5.3574,5.6978,5.9995,6.2634,6.4917,6.6878,6.856,7.0011,7.1278,7.2394,7.3375,7.4213,7.4867,7.5272,7.5337,7.4957,7.4023,7.2431,7.0098,6.6965,6.3008,5.8241,5.272,4.6542,3.9844,3.2806,2.564,1.8602,1.1996,0.62245,0.20307
0.38829,0.86599,1.3894,1.9122,2.424,2.9191,3.3926,3.8406,4.2595,4.6463,4.9987,5.3154,5.596,5.8413,6.0536,6.2361,6.3928,6.5283,6.6469,6.7518,6.8445,6.9241,6.9869,7.0267,7.035,7.0019,6.9171,6.7709,6.5552,6.2645,5.8965,5.4523,4.937,4.3598,3.7335,3.0746,2.4036,1.7441,1.1249,0.58372,0.19044
0.36241,0.80824,1.2966,1.7843,2.2617,2.723,3.1642,3.5813,3.971,4.3307,4.6581,4.9522,5.2126,5.4402,5.6372,5.8065,5.952,6.0781,6.1887,6.2868,6.3739,6.449,6.5088,6.5474,6.5569,6.528,6.4509,6.3166,6.1174,5.8481,5.5063,5.0931,4.6132,4.075,3.4904,2.8752,2.248,1.6315,1.0524,0.54614,0.17819
0.33784,0.75342,1.2086,1.663,2.1075,2.537,2.9474,3.3352,3.6973,4.0312,4.335,4.6076,4.8488,5.0596,5.2418,5.3986,5.5333,5.6502,5.7529,5.8443,5.9256,5.9961,6.0526,6.0897,6.0999,6.0744,6.0043,5.881,5.6972,5.448,5.1311,4.7474,4.3012,3.8004,3.256,2.6826,2.0978,1.5227,0.98232,0.50982,0.16635
0.31454,0.70143,1.1251,1.5479,1.9614,2.3607,2.742,3.102,3.438,3.7475,4.0288,4.2811,4.5041,4.6989,4.8672,5.0119,5.1363,5.2443,5.3393,5.424,5.4996,5.5654,5.6185,5.6537,5.6641,5.6416,5.5777,5.4645,5.2951,5.0648,4.7714,4.4157,4.0017,3.5365,3.0305,2.4973,1.9532,1.4179,0.91484,0.47483,0.15493
0.29246,0.65215,1.046,1.4389,1.823,2.1937,2.5474,2.8812,3.1924,3.4789,3.7391,3.9721,4.178,4.3576,4.5127,4.6459,4.7604,4.8598,4.9474,5.0256,5.0956,5.1567,5.2062,5.2393,5.2496,5.2296,5.1713,5.0673,4.9113,4.6987,4.4275,4.0984,3.7149,3.2837,2.8145,2.3196,1.8146,1.3174,0.85006,0.44123,0.14398
0.27154,0.60549,0.97105,1.3357,1.6919,2.0356,2.3633,2.6724,2.9602,3.225,3.4652,3.6801,3.8697,4.035,4.1776,4.2999,4.4051,4.4963,4.5767,4.6487,4.7131,4.7696,4.8155,4.8464,4.8563,4.8384,4.7852,4.6897,4.5461,4.3501,4.0998,3.7958,3.4413,3.0424,2.608,2.1498,1.6819,1.2212,0.78807,0.40908,0.13349
0.25175,0.56135,0.90017,1.238,1.568,1.8861,2.1893,2.4749,2.7408,2.985,3.2064,3.4043,3.5787,3.7305,3.8612,3.9733,4.0696,4.1531,4.2267,4.2926,4.3518,4.4037,4.4459,4.4745,4.484,4.4677,4.419,4.3314,4.1994,4.019,3.7884,3.508,3.1808,2.8126,2.4114,1.988,1.5555,1.1295,0.72895,0.37841,0.12348
0.23304,0.5196,0.83316,1.1457,1.4508,1.7448,2.0249,2.2885,2.5336,2.7586,2.9623,3.1441,3.3042,3.4433,3.563,3.6655,3.7534,3.8295,3.8967,3.9568,4.0109,4.0583,4.0971,4.1234,4.1321,4.1173,4.0727,3.9923,3.871,3.7052,3.493,3.2349,2.9337,2.5943,2.2246,1.8342,1.4353,1.0423,0.67271,0.34923,0.11396
0.21536,0.48016,0.76985,1.0585,1.3402,1.6115,1.8697,2.1125,2.3382,2.545,2.7321,2.8989,3.0456,3.1728,3.2821,3.3755,3.4556,3.5249,3.5859,3.6406,3.6898,3.733,3.7683,3.7923,3.8003,3.7867,3.7459,3.6721,3.5608,3.4086,3.2137,2.9766,2.6996,2.3876,2.0475,1.6884,1.3213,0.95962,0.61936,0.32154,0.10493
0.19867,0.44292,0.71009,0.97624,1.2358,1.4856,1.7233,1.9466,2.1539,2.3438,2.5153,2.668,2.8021,2.9182,3.0178,3.1028,3.1755,3.2383,3.2937,3.3432,3.3878,3.427,3.4591,3.4808,3.4879,3.4754,3.4379,3.3703,3.2683,3.1287,2.9501,2.7326,2.4786,2.1924,1.8802,1.5505,1.2135,0.88138,0.56889,0.29535,0.096386
0.18292,0.40779,0.6537,0.89861,1.1374,1.367,1.5853,1.7903,1.9804,2.1544,2.3113,2.4508,2.5731,2.6789,2.7694,2.8465,2.9124,2.9692,3.0192,3.0639,3.1042,3.1396,3.1685,3.1881,3.1944,3.1828,3.1483,3.0864,2.9931,2.8654,2.7019,2.5029,2.2704,2.0083,1.7225,1.4205,1.1118,0.80756,0.52126,0.27063,0.088319
0.16807,0.37466,0.60055,0.82545,1.0446,1.2553,1.4554,1.6432,1.8172,1.9762,2.1194,2.2466,2.358,2.4541,2.5362,2.606,2.6655,2.7167,2.7617,2.802,2.8382,2.87,2.896,2.9135,2.919,2.9082,2.8766,2.8199,2.7346,2.618,2.4687,2.2869,2.0745,1.8351,1.574,1.2982,1.0161,0.73807,0.47642,0.24735,0.080724
0.15407,0.34346,0.55049,0.75655,0.95725,1.1501,1.3331,1.5048,1.6636,1.8087,1.9392,2.0549,2.156,2.2431,2.3174,2.3805,2.434,2.4801,2.5205,2.5566,2.589,2.6175,2.6408,2.6564,2.661,2.6509,2.6219,2.5701,2.4923,2.386,2.2499,2.0843,1.8908,1.6726,1.4347,1.1833,0.9262,0.67279,0.43429,0.22549,0.073588
0.14091,0.31409,0.50338,0.69172,0.87508,1.0512,1.2182,1.3747,1.5194,1.6514,1.77,1.875,1.9666,2.0454,2.1125,2.1692,2.2173,2.2586,2.2947,2.327,2.3559,2.3814,2.402,2.4158,2.4197,2.4102,2.3837,2.3364,2.2656,2.1688,2.0451,1.8946,1.7187,1.5204,1.3042,1.0756,0.84197,0.61161,0.39481,0.20499,0.066899
0.12852,0.28647,0.45909,0.63078,0.79786,0.95824,1.1103,1.2526,1.3841,1.5038,1.6114,1.7064,1.7892,1.8603,1.9206,1.9715,2.0146,2.0515,2.0837,2.1124,2.1382,2.1607,2.1791,2.1912,2.1944,2.1855,2.1611,2.1182,2.0538,1.966,1.8538,1.7173,1.5578,1.3781,1.1821,0.97499,0.76319,0.55439,0.35787,0.18581,0.060641
0.11689,0.26053,0.41748,0.57354,0.72536,0.871,1.009,1.138,1.2571,1.3655,1.4627,1.5485,1.6231,1.687,1.7412,1.7868,1.8252,1.8581,1.8867,1.9121,1.935,1.9549,1.9711,1.9817,1.9842,1.9759,1.9537,1.9146,1.8562,1.7768,1.6753,1.5519,1.4078,1.2454,1.0682,0.88105,0.68965,0.50098,0.3234,0.16791,0.054799
0.10597,0.23618,0.37844,0.51985,0.65736,0.78921,0.91403,1.0307,1.1383,1.2361,1.3237,1.4009,1.4679,1.5252,1.5736,1.6143,1.6485,1.6777,1.703,1.7255,1.7456,1.7632,1.7774,1.7866,1.7885,1.7808,1.7605,1.7251,1.6723,1.6006,1.5091,1.3979,1.268,1.1217,0.96213,0.79354,0.62116,0.45122,0.29127,0.15123,0.049356
0.095734,0.21337,0.34185,0.46954,0.59366,0.71261,0.82515,0.93026,1.0271,1.115,1.1937,1.2629,1.3229,1.3741,1.4173,1.4535,1.4838,1.5096,1.5319,1.5517,1.5694,1.5848,1.5972,1.6051,1.6066,1.5993,1.5809,1.5489,1.5014,1.4369,1.3547,1.2547,1.1381,1.0068,0.86352,0.71219,0.55747,0.40495,0.26141,0.13573,0.044295
0.086154,0.19201,0.30761,0.42247,0.53407,0.64097,0.74205,0.83639,0.92323,1.002,1.0724,1.1343,1.1878,1.2334,1.2717,1.3038,1.3306,1.3532,1.3729,1.3902,1.4057,1.4191,1.4299,1.4367,1.4377,1.431,1.4143,1.3855,1.3428,1.285,1.2114,1.1219,1.0176,0.9001,0.77201,0.63671,0.49838,0.36202,0.23369,0.12133,0.039598
0.0772,0.17205,0.27561,0.37849,0.47841,0.57407,0.66448,0.7488,0.82635,0.89663,0.95934,1.0144,1.0619,1.1024,1.1363,1.1645,1.1881,1.208,1.2252,1.2403,1.2538,1.2655,1.2748,1.2805,1.2812,1.275,1.2599,1.2341,1.196,1.1443,1.0786,0.99894,0.90599,0.80134,0.68728,0.56681,0.44365,0.32226,0.20802,0.10801,0.035248
0.068847,0.15343,0.24577,0.33747,0.4265,0.51171,0.59219,0.66719,0.73612,0.79854,0.85416,0.90293,0.94497,0.98064,1.0105,1.0353,1.056,1.0734,1.0883,1.1015,1.1131,1.1232,1.1312,1.1361,1.1365,1.1307,1.1172,1.0941,1.0602,1.0143,0.95599,0.88527,0.80285,0.71008,0.60898,0.50221,0.39308,0.28552,0.1843,0.095691,0.031229
0.061069,0.13609,0.21798,0.29928,0.3782,0.45369,0.52495,0.59132,0.65227,0.70741,0.75649,0.79946,0.83645,0.86779,0.89397,0.91566,0.93365,0.94874,0.96168,0.97303,0.98308,0.99177,0.99859,1.0027,1.0028,0.99758,0.98545,0.96498,0.93492,0.89438,0.84287,0.78045,0.70774,0.62592,0.53677,0.44265,0.34645,0.25165,0.16243,0.084335,0.027523
0.053842,0.11998,0.19217,0.26382,0.33335,0.39983,0.46256,0.52094,0.57451,0.62293,0.66599,0.70364,0.736,0.76336,0.78617,0.80503,0.82061,0.83365,0.84479,0.85454,0.86315,0.87056,0.87636,0.87976,0.87971,0.87496,0.86418,0.84611,0.81964,0.78401,0.73878,0.68401,0.62024,0.5485,0.47036,0.38786,0.30356,0.22049,0.14232,0.073889,0.024114
0.047146,0.10506,0.16826,0.23097,0.29181,0.34997,0.4048,0.45581,0.50259,0.54483,0.58235,0.61512,0.64325,0.66699,0.68673,0.70301,0.71643,0.72762,0.73715,0.74547,0.7528,0.75909,0.76397,0.76678,0.7666,0.76232,0.75281,0.73696,0.71382,0.6827,0.64325,0.59551,0.53995,0.47746,0.40942,0.3376,0.26421,0.1919,0.12386,0.064307,0.020987
0.040961,0.091272,0.14617,0.20064,0.25346,0.30393,0.35151,0.39573,0.43626,0.47283,0.50528,0.53359,0.55785,0.57829,0.59526,0.60922,0.62069,0.63022,0.63832,0.64537,0.65156,0.65686,0.66095,0.66324,0.66296,0.65915,0.65082,0.63702,0.61694,0.58998,0.55584,0.51454,0.46649,0.41248,0.35368,0.29162,0.22822,0.16575,0.10699,0.055544,0.018126
0.035268,0.078584,0.12584,0.17273,0.21818,0.26159,0.3025,0.3405,0.37531,0.40668,0.43451,0.45875,0.4795,0.49696,0.51142,0.52328,0.533,0.54106,0.54788,0.5538,0.55899,0.56341,0.5668,0.56867,0.56832,0.56496,0.55774,0.54584,0.52856,0.50541,0.47611,0.4407,0.39951,0.35324,0.30286,0.24971,0.19541,0.14192,0.091602,0.047556,0.01552
0.03005,0.066955,0.10722,0.14715,0.18586,0.22281,0.25762,0.28994,0.31952,0.34617,0.36979,0.39034,0.40791,0.42266,0.43486,0.44484,0.45301,0.45975,0.46544,0.47037,0.47468,0.47834,0.48112,0.48261,0.48224,0.47931,0.47312,0.46296,0.44825,0.42857,0.40368,0.37363,0.33869,0.29943,0.25672,0.21165,0.16563,0.12029,0.077635,0.040305,0.013153
0.025291,0.05635,0.090231,0.12383,0.15639,0.18747,0.21672,0.24388,0.26872,0.29109,0.31089,0.3281,0.3428,0.35512,0.3653,0.37361,0.38038,0.38596,0.39065,0.39471,0.39825,0.40124,0.4035,0.40469,0.4043,0.40179,0.39654,0.38798,0.37561,0.35908,0.3382,0.31299,0.2837,0.2508,0.21501,0.17726,0.13871,0.10073,0.065014,0.033752,0.011015
0.020977,0.046737,0.074836,0.1027,0.12969,0.15544,0.17968,0.20217,0.22273,0.24123,0.2576,0.27182,0.28394,0.29409,0.30246,0.30928,0.31482,0.31938,0.3232,0.32649,0.32936,0.33177,0.33359,0.33451,0.33415,0.33202,0.32764,0.32053,0.31027,0.29659,0.27932,0.25848,0.23427,0.20709,0.17753,0.14636,0.11452,0.083165,0.053674,0.027865,0.0090932
0.017095,0.038088,0.060984,0.083683,0.10567,0.12665,0.14638,0.16468,0.18141,0.19644,0.20974,0.22128,0.23111,0.23933,0.2461,0.2516,0.25606,0.25972,0.26278,0.26541,0.26769,0.26961,0.27105,0.27176,0.27142,0.26966,0.26607,0.26026,0.25191,0.24078,0.22674,0.2098,0.19014,0.16808,0.14408,0.11877,0.092932,0.067486,0.043554,0.022611,0.0073786
